epoch,cpu_seconds,rss_bytes,accepted
1785605937.639,0.2,196853760.0,828.0
1785605937.972,0.36,201281536.0,1835.0
1785605938.301,0.51,201998336.0,2869.0
1785605938.635,0.54,201998336.0,3000.0
1785605938.669,0.54,201998336.0,3000.0
