epoch,cpu_seconds,rss_bytes,accepted
1785606013.984,0.2,198455296.0,785.0
1785606014.310,0.36,201224192.0,1800.0
1785606014.641,0.52,203399168.0,2823.0
1785606014.974,0.68,203399168.0,3852.0
1785606015.305,0.84,203530240.0,4830.0
1785606015.642,1.0,203841536.0,5894.0
1785606015.984,1.02,203841536.0,6000.0
1785606016.030,1.02,203841536.0,6000.0
