epoch,cpu_seconds,rss_bytes,accepted
1785605969.175,0.2,195362816.0,822.0
1785605969.500,0.35,201416704.0,1820.0
1785605969.828,0.51,201416704.0,2871.0
1785605970.154,0.66,201416704.0,3856.0
1785605970.493,0.82,201678848.0,4920.0
1785605970.826,0.96,201678848.0,5966.0
1785605970.855,0.97,201678848.0,6000.0
