epoch,cpu_seconds,rss_bytes,processed
1785693388.512,0.22999999999999998,199835648.0,5330.0
1785693388.851,0.39,202457088.0,11610.0
1785693389.194,0.5700000000000001,202633216.0,18114.0
1785693389.547,0.74,202821632.0,24808.0
1785693389.894,0.9199999999999999,202952704.0,31622.0
1785693390.247,1.1,202952704.0,38513.0
1785693390.607,1.28,202952704.0,45316.0
1785693390.983,1.48,202952704.0,52539.0
1785693391.356,1.67,203083776.0,59760.0
1785693391.738,1.8699999999999999,203083776.0,67196.0
1785693392.120,2.0500000000000003,203083776.0,74296.0
1785693392.517,2.21,203083776.0,80000.0
1785693392.597,2.21,203083776.0,80000.0
1785693392.906,2.21,203083776.0,80000.0
1785693393.217,2.2199999999999998,203083776.0,80000.0
1785693393.523,2.2199999999999998,203083776.0,80000.0
1785693393.826,2.23,203083776.0,80000.0
1785693394.136,2.23,203083776.0,80000.0
